city,country_code,latitude,longitude,name,category_code,total_money_raised,founded_year,coordinates
St. Cloud,USA,45.560899,-94.159452,eBureau,analytics,$38M,2004,"{'type': 'Point', 'coordinates': [45.560899, -94.159452]}"
Cambridge,USA,42.363567,-71.091189,Sirtris Pharmaceuticals,biotech,$82M,2004,"{'type': 'Point', 'coordinates': [42.363567, -71.091189]}"
Austin,USA,43.6378576,-79.4255306,CoverItLive,web,$1M,2007,"{'type': 'Point', 'coordinates': [43.6378576, -79.4255306]}"
Santa Monica,USA,34.031178,-118.463841,Campus Explorer,search,$7.25M,2007,"{'type': 'Point', 'coordinates': [34.031178, -118.463841]}"
Boulder,USA,37.8919079,-122.1192743,Votigo,software,$1.27M,2006,"{'type': 'Point', 'coordinates': [37.8919079, -122.1192743]}"
Paris,FRA,48.868478,2.339843,Zefanclub,web,$1M,2008,"{'type': 'Point', 'coordinates': [48.868478, 2.339843]}"
San Francisco,USA,37.775196,-122.419204,PurePlay,games_video,$15M,2004,"{'type': 'Point', 'coordinates': [37.775196, -122.419204]}"
Ghent,BEL,51.050314,3.71105,Oxynade,search,€1.1M,2007,"{'type': 'Point', 'coordinates': [51.050314, 3.71105]}"
Mather,USA,37.492685,-122.227765,GreenNote,web,$4.2M,2007,"{'type': 'Point', 'coordinates': [37.492685, -122.227765]}"
Seattle,USA,47.620716,-122.347533,M:Metrics,mobile,$18M,2004,"{'type': 'Point', 'coordinates': [47.620716, -122.347533]}"
San Mateo,USA,37.536402,-122.325129,B-hive Networks,software,$7.5M,2005,"{'type': 'Point', 'coordinates': [37.536402, -122.325129]}"
St Albans,GBR,51.750141,-0.280535,Cloudcity,web,£3M,2007,"{'type': 'Point', 'coordinates': [51.750141, -0.280535]}"
Santa Monica,USA,34.01695,-118.451933,TeleFlip,mobile,$4.9M,2004,"{'type': 'Point', 'coordinates': [34.01695, -118.451933]}"
Palo Alto,USA,37.44296,-122.151198,Backblaze,software,$5M,2007,"{'type': 'Point', 'coordinates': [37.44296, -122.151198]}"
Palo Alto,USA,37.446152,-122.117722,Ozmo Devices,hardware,$37.5M,2004,"{'type': 'Point', 'coordinates': [37.446152, -122.117722]}"
Waltham,USA,42.375034,-71.251069,NetProspex,analytics,$14.5M,2006,"{'type': 'Point', 'coordinates': [42.375034, -71.251069]}"
Brooklyn,USA,40.704382,-73.986572,TuneCore,games_video,$7M,2005,"{'type': 'Point', 'coordinates': [40.704382, -73.986572]}"
Napa,USA,38.223032,-122.261642,Inertia Beverage Group,software,$25.5M,2004,"{'type': 'Point', 'coordinates': [38.223032, -122.261642]}"
Palo Alto,USA,37.421447,-122.141604,Cooliris,web,$28.1M,2006,"{'type': 'Point', 'coordinates': [37.421447, -122.141604]}"
Menlo Park,USA,37.41924,-122.208414,Gamook,games_video,$1.5M,2008,"{'type': 'Point', 'coordinates': [37.41924, -122.208414]}"
Palo Alto,USA,37.390918,-122.080843,WSO2,software,$20.5M,2005,"{'type': 'Point', 'coordinates': [37.390918, -122.080843]}"
,GBR,50.8472228,-0.919424,WSO2,software,$20.5M,2005,"{'type': 'Point', 'coordinates': [50.8472228, -0.919424]}"
San Jose,USA,37.419041,-122.087471,Crowd Science,web,$2M,2007,"{'type': 'Point', 'coordinates': [37.419041, -122.087471]}"
Toronto,CAN,43.712309,-79.399538,Crowd Science,web,$2M,2007,"{'type': 'Point', 'coordinates': [43.712309, -79.399538]}"
Toronto,CAN,43.648786,-79.3777473,BumpTop,software,$1.65M,2007,"{'type': 'Point', 'coordinates': [43.648786, -79.3777473]}"
,USA,37.269175,-119.306607,Dizzywood,games_video,$2M,2007,"{'type': 'Point', 'coordinates': [37.269175, -119.306607]}"
Burlingame,USA,37.580304,-122.343679,Limbo,mobile,$27.1M,2005,"{'type': 'Point', 'coordinates': [37.580304, -122.343679]}"
New York,USA,42.275263,-71.24762,BrandYourself,web,$1.5M,2009,"{'type': 'Point', 'coordinates': [42.275263, -71.24762]}"
Chicago,USA,41.882401,-87.637816,CohesiveFT,software,$1.2M,2006,"{'type': 'Point', 'coordinates': [41.882401, -87.637816]}"
San Francisco,USA,37.796164,-122.420903,StartForce,web,$6M,2006,"{'type': 'Point', 'coordinates': [37.796164, -122.420903]}"
Cambridge,USA,42.364367,-71.078978,Pivot,software,$13.1M,2004,"{'type': 'Point', 'coordinates': [42.364367, -71.078978]}"
Asnieres sur seine,FRA,48.9064804,2.2860418,SquareClock,web,$1.25M,2007,"{'type': 'Point', 'coordinates': [48.9064804, 2.2860418]}"
Palo Alto,USA,37.444332,-122.161018,Tapulous,mobile,$2.8M,2008,"{'type': 'Point', 'coordinates': [37.444332, -122.161018]}"
Munich,DEU,51.578714,8.093765,be2,web,€22.7M,2004,"{'type': 'Point', 'coordinates': [51.578714, 8.093765]}"
San Jose,USA,37.316466,-121.873881,Codefast,software,$6.5M,2004,"{'type': 'Point', 'coordinates': [37.316466, -121.873881]}"
South Jordan,USA,40.554467,-111.9137871,HireVue,web,$53M,2004,"{'type': 'Point', 'coordinates': [40.554467, -111.9137871]}"
New York,USA,40.739341,-73.988357,HealthiNation,web,$12M,2005,"{'type': 'Point', 'coordinates': [40.739341, -73.988357]}"
Palo Alto,USA,37.4027811,-122.1441615,Hyperic,software,$9.9M,2004,"{'type': 'Point', 'coordinates': [37.4027811, -122.1441615]}"
Annapolis,USA,38.97639,-76.503171,Zenoss,software,$45.6M,2005,"{'type': 'Point', 'coordinates': [38.97639, -76.503171]}"
Austin,USA,30.379593,-97.765313,Zenoss,software,$45.6M,2005,"{'type': 'Point', 'coordinates': [30.379593, -97.765313]}"
Salt Lake City,USA,40.726342,-111.858835,CrimeReports,web,$7.2M,2007,"{'type': 'Point', 'coordinates': [40.726342, -111.858835]}"
Santa Monica,USA,53.544711,-113.515769,Titan Gaming,games_video,$1M,2010,"{'type': 'Point', 'coordinates': [53.544711, -113.515769]}"
Stockholm,SWE,59.345553,18.037611,Stardoll,games_video,$10M,2004,"{'type': 'Point', 'coordinates': [59.345553, 18.037611]}"
Tel Aviv,ISR,32.0554,34.7595,LabPixies,web,$1M,2006,"{'type': 'Point', 'coordinates': [32.0554, 34.7595]}"
Menlo Park,USA,37.48032,-122.178371,Vivaty,web,$9.4M,2007,"{'type': 'Point', 'coordinates': [37.48032, -122.178371]}"
Tel Aviv,ISR,32.0554,34.7595,Boxee,software,$26.5M,2004,"{'type': 'Point', 'coordinates': [32.0554, 34.7595]}"
New York,USA,40.745064,-73.992637,Boxee,software,$26.5M,2004,"{'type': 'Point', 'coordinates': [40.745064, -73.992637]}"
,USA,37.6266932,-122.1169032,Aurora Biofuels,cleantech,$102M,2007,"{'type': 'Point', 'coordinates': [37.6266932, -122.1169032]}"
Hayward,USA,37.6688205,-122.0807964,Aurora Biofuels,cleantech,$102M,2007,"{'type': 'Point', 'coordinates': [37.6688205, -122.0807964]}"
Stockholm,SWE,59.332788,18.064488,Bambuser,mobile,$2.5M,2007,"{'type': 'Point', 'coordinates': [59.332788, 18.064488]}"
Seattle,USA,47.617122,-122.305994,Trusera,web,$2M,2007,"{'type': 'Point', 'coordinates': [47.617122, -122.305994]}"
Mountain View,USA,37.4186097,-122.0937686,Jibe Mobile,mobile,$9.1M,2006,"{'type': 'Point', 'coordinates': [37.4186097, -122.0937686]}"
Toronto,CAN,43.650105,-79.396805,Ziplocal,search,C$15.3M,2006,"{'type': 'Point', 'coordinates': [43.650105, -79.396805]}"
Montreal,CAN,45.498179,-73.565316,Ziplocal,search,C$15.3M,2006,"{'type': 'Point', 'coordinates': [45.498179, -73.565316]}"
Mountain View,USA,37.510805,-122.203744,SpikeSource,software,$68M,2004,"{'type': 'Point', 'coordinates': [37.510805, -122.203744]}"
Bangalore,IND,12.937677,77.56574,Guruji,search,$15M,2006,"{'type': 'Point', 'coordinates': [12.937677, 77.56574]}"
Santa Clara,USA,37.383368,-121.980186,CrestaTech,software,$20.9M,2005,"{'type': 'Point', 'coordinates': [37.383368, -121.980186]}"
San Francisco,USA,37.787646,-122.402759,Keibi Technologies,software,$5M,2006,"{'type': 'Point', 'coordinates': [37.787646, -122.402759]}"
New York,USA,40.754211,-73.97917,BountyJobs,web,$29.8M,2006,"{'type': 'Point', 'coordinates': [40.754211, -73.97917]}"
Brooklyn,USA,40.720764,-73.957968,VBS TV,games_video,$10M,2006,"{'type': 'Point', 'coordinates': [40.720764, -73.957968]}"
Raleigh,USA,47.617732,-122.357317,Imagekind,web,$2.6M,2006,"{'type': 'Point', 'coordinates': [47.617732, -122.357317]}"
Munich,DEU,48.1281209,11.5677288,Aloqa,mobile,$1.5M,2007,"{'type': 'Point', 'coordinates': [48.1281209, 11.5677288]}"
Palo Alto,USA,37.43938,-122.158804,Aloqa,mobile,$1.5M,2007,"{'type': 'Point', 'coordinates': [37.43938, -122.158804]}"
Lancaster,USA,40.039353,-76.307448,FlyCast,mobile,$2.1M,2006,"{'type': 'Point', 'coordinates': [40.039353, -76.307448]}"
New York,USA,40.754762,-73.988543,My Damn Channel,games_video,$8.66M,2007,"{'type': 'Point', 'coordinates': [40.754762, -73.988543]}"
El Segundo,USA,33.9019543,-118.3872018,My Damn Channel,games_video,$8.66M,2007,"{'type': 'Point', 'coordinates': [33.9019543, -118.3872018]}"
Ithaca,USA,42.485193,-76.458553,Mezmeriz,hardware,$2.1M,2006,"{'type': 'Point', 'coordinates': [42.485193, -76.458553]}"
Chantilly,USA,38.87804,-77.436151,Fortisphere,software,$10M,2006,"{'type': 'Point', 'coordinates': [38.87804, -77.436151]}"
La Canada,USA,34.208304,-118.209263,Zigabid,web,$1M,2006,"{'type': 'Point', 'coordinates': [34.208304, -118.209263]}"
Westford,USA,42.559391,-71.432373,Aylus Networks,mobile,$50.7M,2005,"{'type': 'Point', 'coordinates': [42.559391, -71.432373]}"
San Francisco,USA,37.775196,-122.419204,Posterous,web,$10.1M,2008,"{'type': 'Point', 'coordinates': [37.775196, -122.419204]}"
San Francisco,USA,37.758352,-122.398379,Open Places,web,$1.1M,2008,"{'type': 'Point', 'coordinates': [37.758352, -122.398379]}"
San Francisco,USA,37.789902,-122.4007791,Genbook,web,$2.2M,2007,"{'type': 'Point', 'coordinates': [37.789902, -122.4007791]}"
London,GBR,51.5001524,-0.1262362,TweetDeck,software,$3.8M,2008,"{'type': 'Point', 'coordinates': [51.5001524, -0.1262362]}"
San Francisco,USA,37.7710177,-122.4025976,Flowgram,web,$1.3M,2007,"{'type': 'Point', 'coordinates': [37.7710177, -122.4025976]}"
Newark,USA,37.414232,-122.0875443,Neato Robotics,hardware,$26.2M,2005,"{'type': 'Point', 'coordinates': [37.414232, -122.0875443]}"
London,GBR,41.792265,1.996567,Wahanda,web,£7M,2008,"{'type': 'Point', 'coordinates': [41.792265, 1.996567]}"
New York,USA,40.74034,-74.00721,Bitly,web,$31.4M,2008,"{'type': 'Point', 'coordinates': [40.74034, -74.00721]}"
Irvington,USA,41.091306,-73.923422,Flat World Knowledge,software,$26.2M,2007,"{'type': 'Point', 'coordinates': [41.091306, -73.923422]}"
San Francisco,USA,37.788653,-122.401333,Involver,software,$11.3M,2007,"{'type': 'Point', 'coordinates': [37.788653, -122.401333]}"
Culver City,USA,34.0025911,-118.3942383,Riot Games,games_video,$8M,2006,"{'type': 'Point', 'coordinates': [34.0025911, -118.3942383]}"
Honolulu,USA,21.309419,-157.86318,Blue Lava Technologies,software,$6.01M,2006,"{'type': 'Point', 'coordinates': [21.309419, -157.86318]}"
San Francisco,USA,37.782085,-122.409747,Streetline,hardware,$40M,2005,"{'type': 'Point', 'coordinates': [37.782085, -122.409747]}"
Burlington,USA,42.485691,-71.19862,neoSaej,web,$13.1M,2006,"{'type': 'Point', 'coordinates': [42.485691, -71.19862]}"
San Francisco,USA,55.676294,12.568116,Zendesk,software,$85.5M,2007,"{'type': 'Point', 'coordinates': [55.676294, 12.568116]}"
Dublin,IRL,53.341987,-6.262682,muzu tv,web,$8M,2006,"{'type': 'Point', 'coordinates': [53.341987, -6.262682]}"
London,GBR,51.513678,-0.13063,muzu tv,web,$8M,2006,"{'type': 'Point', 'coordinates': [51.513678, -0.13063]}"
New York,USA,40.757716,-73.972321,muzu tv,web,$8M,2006,"{'type': 'Point', 'coordinates': [40.757716, -73.972321]}"
Foster City,USA,37.561111,-122.270487,Truviso,analytics,$3M,2005,"{'type': 'Point', 'coordinates': [37.561111, -122.270487]}"
Chicago,USA,41.831001,-87.626918,LiquidTalk,software,$2.43M,2006,"{'type': 'Point', 'coordinates': [41.831001, -87.626918]}"
Barcelona,ESP,41.3916792,2.1775706,Nuroa,search,€3M,2006,"{'type': 'Point', 'coordinates': [41.3916792, 2.1775706]}"
Belmont,USA,37.491356,-122.228843,BlogHer,web,$15.5M,2005,"{'type': 'Point', 'coordinates': [37.491356, -122.228843]}"
Colorado Springs,USA,39.010667,-104.81628,Cherwell Software,software,$25M,2004,"{'type': 'Point', 'coordinates': [39.010667, -104.81628]}"
Glen Allen,USA,37.665173,-77.587267,Code71,software,$1M,2006,"{'type': 'Point', 'coordinates': [37.665173, -77.587267]}"
Dhanmondi,BGD,23.743156,90.379976,Code71,software,$1M,2006,"{'type': 'Point', 'coordinates': [23.743156, 90.379976]}"
San Francisco,USA,37.786906,-122.397672,Lexy,games_video,$1.71M,2006,"{'type': 'Point', 'coordinates': [37.786906, -122.397672]}"
San Francisco,USA,37.805289,-122.404448,Carbonetworks,cleantech,$5M,2005,"{'type': 'Point', 'coordinates': [37.805289, -122.404448]}"
San Francisco,USA,37.7797255,-122.4020593,Kontagent,analytics,$17.5M,2007,"{'type': 'Point', 'coordinates': [37.7797255, -122.4020593]}"
Mountain View,USA,37.392428,-122.072479,Eye-Fi,hardware,$36.5M,2005,"{'type': 'Point', 'coordinates': [37.392428, -122.072479]}"
Redwood Shores,USA,37.527315,-122.263434,GreenRoad Technologies,cleantech,$58.4M,2006,"{'type': 'Point', 'coordinates': [37.527315, -122.263434]}"
San Francsico,USA,37.779097,-122.39365,CarbonFlow,software,$8.47M,2006,"{'type': 'Point', 'coordinates': [37.779097, -122.39365]}"
Sydney,AUS,-33.867139,151.207114,CarbonFlow,software,$8.47M,2006,"{'type': 'Point', 'coordinates': [-33.867139, 151.207114]}"
London,GBR,51.500152,-0.126236,CarbonFlow,software,$8.47M,2006,"{'type': 'Point', 'coordinates': [51.500152, -0.126236]}"
San Francisco,USA,37.7893215,-122.4013624,Huddler,web,$22.8M,2007,"{'type': 'Point', 'coordinates': [37.7893215, -122.4013624]}"
Budapest,HUN,47.490346,19.059078,Prezi,software,$14.3M,2009,"{'type': 'Point', 'coordinates': [47.490346, 19.059078]}"
Mountain View,USA,37.400689,-122.0572,Anvato,games_video,$2.55M,2007,"{'type': 'Point', 'coordinates': [37.400689, -122.0572]}"
San Francisco,USA,37.775196,-122.419204,Zorap,web,$2.25M,2008,"{'type': 'Point', 'coordinates': [37.775196, -122.419204]}"
Falmouth,USA,43.6910137,-70.2694636,Zorap,web,$2.25M,2008,"{'type': 'Point', 'coordinates': [43.6910137, -70.2694636]}"
New York,USA,40.741179,-73.993182,Hunch,web,$19.2M,2007,"{'type': 'Point', 'coordinates': [40.741179, -73.993182]}"
Seattle,USA,47.5989681,-122.3329036,Local Marketers,web,$4.1M,2005,"{'type': 'Point', 'coordinates': [47.5989681, -122.3329036]}"
San Francisco,USA,37.7705096,-122.4015807,ngmoco,games_video,$44.8M,2008,"{'type': 'Point', 'coordinates': [37.7705096, -122.4015807]}"
Tampa,USA,28.032975,-82.64611,LeisureLogix,software,$5.9M,2006,"{'type': 'Point', 'coordinates': [28.032975, -82.64611]}"
New York,USA,40.746332,-73.982596,Conductor,search,$33.6M,2007,"{'type': 'Point', 'coordinates': [40.746332, -73.982596]}"
Redwood City,USA,37.518539,-122.254275,Pricelock,cleantech,$12M,2006,"{'type': 'Point', 'coordinates': [37.518539, -122.254275]}"
Waltham,USA,42.391389,-71.270987,dynaTrace software,software,$21.9M,2005,"{'type': 'Point', 'coordinates': [42.391389, -71.270987]}"
Linz,AUT,48.3295209,14.3194706,dynaTrace software,software,$21.9M,2005,"{'type': 'Point', 'coordinates': [48.3295209, 14.3194706]}"
Sunnyvale,USA,37.40754,-122.010958,SkyGrid,web,$13.3M,2005,"{'type': 'Point', 'coordinates': [37.40754, -122.010958]}"
Northbrook,USA,42.142261,-87.862305,SpiderOak,web,$2M,2007,"{'type': 'Point', 'coordinates': [42.142261, -87.862305]}"
Saskatoon,CAN,52.143886,-106.6634565,MyFrontSteps,web,$3M,2008,"{'type': 'Point', 'coordinates': [52.143886, -106.6634565]}"
Austin,USA,30.387353,-97.753163,Hyper9,software,$15.2M,2006,"{'type': 'Point', 'coordinates': [30.387353, -97.753163]}"
Beijing,CHN,39.905556,116.395833,Koolanoo Group,web,$32M,2005,"{'type': 'Point', 'coordinates': [39.905556, 116.395833]}"
Champaign,USA,40.090814,-88.239866,Cazoodle,web,$1.2M,2006,"{'type': 'Point', 'coordinates': [40.090814, -88.239866]}"
Stamford,USA,41.073034,-73.550452,InstallFree,software,$11.5M,2006,"{'type': 'Point', 'coordinates': [41.073034, -73.550452]}"
Bellevue,USA,47.582658,-122.135282,Likewise Software,software,$10M,2004,"{'type': 'Point', 'coordinates': [47.582658, -122.135282]}"
Scottsdale,USA,40.7481039,-74.0353787,Integrate,software,$34.8M,2010,"{'type': 'Point', 'coordinates': [40.7481039, -74.0353787]}"
Sunnyvale,USA,37.3725243,-122.035963,ZManda,software,$13M,2005,"{'type': 'Point', 'coordinates': [37.3725243, -122.035963]}"
Corte Madera,USA,37.9260091,-122.5162892,ELDR Media,web,$1.25M,2006,"{'type': 'Point', 'coordinates': [37.9260091, -122.5162892]}"
Berlin,DEU,52.494722,13.398514,Synchronica,mobile,$17.6M,2004,"{'type': 'Point', 'coordinates': [52.494722, 13.398514]}"
Raleigh,USA,35.868807,-78.615986,Synchronica,mobile,$17.6M,2004,"{'type': 'Point', 'coordinates': [35.868807, -78.615986]}"
Campbell,USA,37.275604,-121.952034,Synchronica,mobile,$17.6M,2004,"{'type': 'Point', 'coordinates': [37.275604, -121.952034]}"
Louisville,USA,39.97764,-105.13114,Envysion,software,$13.3M,2006,"{'type': 'Point', 'coordinates': [39.97764, -105.13114]}"
San Francisco,USA,41.78942,-87.596232,ReTel Technologies,analytics,$1M,2007,"{'type': 'Point', 'coordinates': [41.78942, -87.596232]}"
Lowell,USA,42.616152,-71.325869,BitWave,mobile,$27.8M,2004,"{'type': 'Point', 'coordinates': [42.616152, -71.325869]}"
Boulder,USA,40.018145,-105.278109,Occipital,software,$8.02M,2008,"{'type': 'Point', 'coordinates': [40.018145, -105.278109]}"
Bellevue,USA,47.6174533,-122.2016685,Atigeo,software,$5.39M,2005,"{'type': 'Point', 'coordinates': [47.6174533, -122.2016685]}"
Redwood City,USA,37.522281,-122.258139,UBmatrix,software,$9.3M,2005,"{'type': 'Point', 'coordinates': [37.522281, -122.258139]}"
San Francisco,USA,37.7899027,-122.4007846,Lyft,software,$82.5M,2007,"{'type': 'Point', 'coordinates': [37.7899027, -122.4007846]}"
San Francisco,USA,37.783046,-122.394067,Shattered Reality Interactive,games_video,$1.1M,2006,"{'type': 'Point', 'coordinates': [37.783046, -122.394067]}"
San Francisco,USA,37.796843,-122.400346,Demandbase,analytics,$33M,2006,"{'type': 'Point', 'coordinates': [37.796843, -122.400346]}"
Boston,USA,42.368633,-71.075305,Jumptap,mobile,$122M,2005,"{'type': 'Point', 'coordinates': [42.368633, -71.075305]}"
New York City,USA,40.751478,-73.980305,Jumptap,mobile,$122M,2005,"{'type': 'Point', 'coordinates': [40.751478, -73.980305]}"
Sunnyvale,USA,37.384239,-122.012475,iCharts,analytics,$3.1M,2008,"{'type': 'Point', 'coordinates': [37.384239, -122.012475]}"
Helsinki,FIN,60.16441,24.910863,HammerKit,web,€1.25M,2006,"{'type': 'Point', 'coordinates': [60.16441, 24.910863]}"
New York,USA,40.775309,-73.983656,Producteev,software,$1.31M,2008,"{'type': 'Point', 'coordinates': [40.775309, -73.983656]}"
San Francisco,USA,37.7983181,-122.4000032,GoodGuide,web,$14.2M,2007,"{'type': 'Point', 'coordinates': [37.7983181, -122.4000032]}"
Ramat Gan,ISR,32.037363,34.8003705,Tweegee,games_video,$3M,2008,"{'type': 'Point', 'coordinates': [32.037363, 34.8003705]}"
San Mateo,USA,37.5574,-122.301914,Picateers,web,$12.1M,2005,"{'type': 'Point', 'coordinates': [37.5574, -122.301914]}"
South Pasadena,USA,34.111471,-118.174878,Big Stage,web,$10.6M,2008,"{'type': 'Point', 'coordinates': [34.111471, -118.174878]}"
San Francisco,USA,37.7870923,-122.3999719,Lolapps,web,$4M,2008,"{'type': 'Point', 'coordinates': [37.7870923, -122.3999719]}"
Los Angeles,USA,34.005914,-118.488129,Geodelic Systems,mobile,$10.5M,2008,"{'type': 'Point', 'coordinates': [34.005914, -118.488129]}"
Mountain View,USA,37.401818,-122.050565,Connectbeam,software,$3.5M,2005,"{'type': 'Point', 'coordinates': [37.401818, -122.050565]}"
Mountain View,USA,37.418262,-122.087859,Helpstream,web,$8.6M,2004,"{'type': 'Point', 'coordinates': [37.418262, -122.087859]}"
San Jose,USA,37.334738,-121.891516,Xactly Corp,analytics,$73.9M,2005,"{'type': 'Point', 'coordinates': [37.334738, -121.891516]}"
Boston,USA,42.355077,-71.056928,Xactly Corp,analytics,$73.9M,2005,"{'type': 'Point', 'coordinates': [42.355077, -71.056928]}"
San Francisco,USA,37.764395,-122.401024,Pixelpipe,mobile,$2.3M,2008,"{'type': 'Point', 'coordinates': [37.764395, -122.401024]}"
Boston,USA,42.352835,-71.0609612,Hangout Industries,games_video,$12M,2005,"{'type': 'Point', 'coordinates': [42.352835, -71.0609612]}"
San Jose,USA,37.368878,-121.917236,Zume Life,mobile,$1.7M,2006,"{'type': 'Point', 'coordinates': [37.368878, -121.917236]}"
Austin,USA,30.387353,-97.753163,Hyper9,software,$15.2M,2006,"{'type': 'Point', 'coordinates': [30.387353, -97.753163]}"
Champaign,USA,40.090814,-88.239866,Cazoodle,web,$1.2M,2006,"{'type': 'Point', 'coordinates': [40.090814, -88.239866]}"
Beijing,CHN,39.905556,116.395833,Koolanoo Group,web,$32M,2005,"{'type': 'Point', 'coordinates': [39.905556, 116.395833]}"
Stamford,USA,41.073034,-73.550452,InstallFree,software,$11.5M,2006,"{'type': 'Point', 'coordinates': [41.073034, -73.550452]}"
Bellevue,USA,47.582658,-122.135282,Likewise Software,software,$10M,2004,"{'type': 'Point', 'coordinates': [47.582658, -122.135282]}"
Scottsdale,USA,40.7481039,-74.0353787,Integrate,software,$34.8M,2010,"{'type': 'Point', 'coordinates': [40.7481039, -74.0353787]}"
Sunnyvale,USA,37.3725243,-122.035963,ZManda,software,$13M,2005,"{'type': 'Point', 'coordinates': [37.3725243, -122.035963]}"
Corte Madera,USA,37.9260091,-122.5162892,ELDR Media,web,$1.25M,2006,"{'type': 'Point', 'coordinates': [37.9260091, -122.5162892]}"
Berlin,DEU,52.494722,13.398514,Synchronica,mobile,$17.6M,2004,"{'type': 'Point', 'coordinates': [52.494722, 13.398514]}"
Raleigh,USA,35.868807,-78.615986,Synchronica,mobile,$17.6M,2004,"{'type': 'Point', 'coordinates': [35.868807, -78.615986]}"
Campbell,USA,37.275604,-121.952034,Synchronica,mobile,$17.6M,2004,"{'type': 'Point', 'coordinates': [37.275604, -121.952034]}"
Louisville,USA,39.97764,-105.13114,Envysion,software,$13.3M,2006,"{'type': 'Point', 'coordinates': [39.97764, -105.13114]}"
Lowell,USA,42.616152,-71.325869,BitWave,mobile,$27.8M,2004,"{'type': 'Point', 'coordinates': [42.616152, -71.325869]}"
San Francisco,USA,41.78942,-87.596232,ReTel Technologies,analytics,$1M,2007,"{'type': 'Point', 'coordinates': [41.78942, -87.596232]}"
Boulder,USA,40.018145,-105.278109,Occipital,software,$8.02M,2008,"{'type': 'Point', 'coordinates': [40.018145, -105.278109]}"
Bellevue,USA,47.6174533,-122.2016685,Atigeo,software,$5.39M,2005,"{'type': 'Point', 'coordinates': [47.6174533, -122.2016685]}"
Redwood City,USA,37.522281,-122.258139,UBmatrix,software,$9.3M,2005,"{'type': 'Point', 'coordinates': [37.522281, -122.258139]}"
San Francisco,USA,37.783046,-122.394067,Shattered Reality Interactive,games_video,$1.1M,2006,"{'type': 'Point', 'coordinates': [37.783046, -122.394067]}"
San Francisco,USA,37.7899027,-122.4007846,Lyft,software,$82.5M,2007,"{'type': 'Point', 'coordinates': [37.7899027, -122.4007846]}"
San Francisco,USA,37.796843,-122.400346,Demandbase,analytics,$33M,2006,"{'type': 'Point', 'coordinates': [37.796843, -122.400346]}"
Sunnyvale,USA,37.384239,-122.012475,iCharts,analytics,$3.1M,2008,"{'type': 'Point', 'coordinates': [37.384239, -122.012475]}"
Boston,USA,42.368633,-71.075305,Jumptap,mobile,$122M,2005,"{'type': 'Point', 'coordinates': [42.368633, -71.075305]}"
New York City,USA,40.751478,-73.980305,Jumptap,mobile,$122M,2005,"{'type': 'Point', 'coordinates': [40.751478, -73.980305]}"
Helsinki,FIN,60.16441,24.910863,HammerKit,web,€1.25M,2006,"{'type': 'Point', 'coordinates': [60.16441, 24.910863]}"
New York,USA,40.775309,-73.983656,Producteev,software,$1.31M,2008,"{'type': 'Point', 'coordinates': [40.775309, -73.983656]}"
San Francisco,USA,37.7983181,-122.4000032,GoodGuide,web,$14.2M,2007,"{'type': 'Point', 'coordinates': [37.7983181, -122.4000032]}"
Ramat Gan,ISR,32.037363,34.8003705,Tweegee,games_video,$3M,2008,"{'type': 'Point', 'coordinates': [32.037363, 34.8003705]}"
San Mateo,USA,37.5574,-122.301914,Picateers,web,$12.1M,2005,"{'type': 'Point', 'coordinates': [37.5574, -122.301914]}"
South Pasadena,USA,34.111471,-118.174878,Big Stage,web,$10.6M,2008,"{'type': 'Point', 'coordinates': [34.111471, -118.174878]}"
San Francisco,USA,37.7870923,-122.3999719,Lolapps,web,$4M,2008,"{'type': 'Point', 'coordinates': [37.7870923, -122.3999719]}"
Los Angeles,USA,34.005914,-118.488129,Geodelic Systems,mobile,$10.5M,2008,"{'type': 'Point', 'coordinates': [34.005914, -118.488129]}"
Mountain View,USA,37.401818,-122.050565,Connectbeam,software,$3.5M,2005,"{'type': 'Point', 'coordinates': [37.401818, -122.050565]}"
Mountain View,USA,37.418262,-122.087859,Helpstream,web,$8.6M,2004,"{'type': 'Point', 'coordinates': [37.418262, -122.087859]}"
San Jose,USA,37.334738,-121.891516,Xactly Corp,analytics,$73.9M,2005,"{'type': 'Point', 'coordinates': [37.334738, -121.891516]}"
Boston,USA,42.355077,-71.056928,Xactly Corp,analytics,$73.9M,2005,"{'type': 'Point', 'coordinates': [42.355077, -71.056928]}"
Boston,USA,42.352835,-71.0609612,Hangout Industries,games_video,$12M,2005,"{'type': 'Point', 'coordinates': [42.352835, -71.0609612]}"
San Francisco,USA,37.764395,-122.401024,Pixelpipe,mobile,$2.3M,2008,"{'type': 'Point', 'coordinates': [37.764395, -122.401024]}"
San Jose,USA,37.368878,-121.917236,Zume Life,mobile,$1.7M,2006,"{'type': 'Point', 'coordinates': [37.368878, -121.917236]}"
Waterloo,CAN,43.474686,-80.521246,LiveHive Systems,software,$1.8M,2005,"{'type': 'Point', 'coordinates': [43.474686, -80.521246]}"
Lakewood,USA,39.658017,-105.084475,The Society,web,$1.5M,2007,"{'type': 'Point', 'coordinates': [39.658017, -105.084475]}"
New York,USA,40.733928,-73.991334,Buzzd,mobile,$4M,2007,"{'type': 'Point', 'coordinates': [40.733928, -73.991334]}"
Manhattan Beach,USA,37.5758867,-122.3277578,DealBase Corporation,web,$1M,2008,"{'type': 'Point', 'coordinates': [37.5758867, -122.3277578]}"
